New York Life Insurance Company,0.25497762486338615

USAA,0.4910041131079197

Nationwide,0.48637066781520844

Vodafone,0.9480202347040176

Dollar General,0.16679368913173676

General Dynamics,0.9541476964950562

Deutsche Bank,0.42477152310311794

Deloitte,0.5655458495020866

Bayer,0.15624641627073288

Publix Super Markets,0.8978113830089569

Enel Group,0.8165425416082144

BASF,0.9351836740970612

Micron Technology,0.9360906295478344

Tyson Foods,0.75820192694664

Generali,0.8979711942374706

Dell,0.9130386933684349

Arrow Electronics,0.7063016928732395

BNP Paribas,0.23647096753120422

Groupe Crédit Agricole,0.5995407998561859

Sony,0.9538244381546974

Harvard Business Review,0.8997852094471455

Tencent,0.8788597881793976

Telefónica,0.5803012549877167

Groupe Renault,0.5

TED Conferences,0.9611776620149612

LG Electronics,0.26772335171699524

Itaú Unibanco,0.874501496553421

Orange,0.7387432903051376

Cognizant,0.47899680584669113

BHP,0.8747259452939034

PETRONAS,0.7713484168052673

McKinsey & Company,0.4304313063621521

Airbus,0.9373690523207188

Société Générale,0.47310919873416424

Tesco,0.7865254282951355

Dell EMC,0.9256065562367439

Lenovo,0.968267172574997

US Army,0.28114863857626915

ArcelorMittal,0.640228733420372

Forbes,0.9474988281726837

Starbucks,0.9267259538173676

Halliburton,0.8745158016681671

Continental,0.932851105928421

J.P. Morgan,0.48061762750148773

Repsol,0.8329484388232231

Xerox,0.9134765863418579

Zurich Insurance Company Ltd,0.57670958340168

GSK,0.2502117455005646

National Geographic,0.7515758126974106

The Wall Street Journal,0.8444066643714905

Baker Hughes,0.8673877790570259

JBS,0.8319485485553741

BBVA,0.7493602633476257

TIME,0.25021176040172577

Business Insider,0.7855803668498993

United Nations,0.48961326479911804

Entrepreneur Media,0.4948009252548218

Adobe,0.9495987594127655

Bloomberg LP,0.9685581624507904

Sanofi,0.7495909184217453

Yahoo,0.912443220615387

United States Air Force,0.48895816691219807

ABB,0.8141411244869232

KPMG US,0.8326443731784821

Banco Bradesco,0.8330876901745796

CSC,0.749591052532196

Boston Consulting Group (BCG),0.31716215796768665

Hilton,0.7060162611305714

ManpowerGroup,0.7023555487394333

GE Healthcare,0.8696742355823517

Danone,0.4776728004217148

Mashable,0.903763510286808

US Navy,0.17824988067150116

thyssenkrupp,0.6967257708311081

Ogilvy,0.8676285520195961

Merrill Lynch,0.5137103348970413

Saint-Gobain,0.7916390970349312

GE Power,0.9491217788308859

Christian Dior Couture,0.7493593990802765

VMware,0.9787408197298646

EDF,0.259679913520813

ENGIE,0.9163539111614227

Anheuser-Busch InBev,0.8102319538593292

The Adecco Group,0.4946065880358219

Cargill,0.9153048545122147

McDonald's,0.7544303350150585

Eli Lilly and Company,0.914030522108078

Kaiser Permanente,0.7377235591411591

Jacobs,0.8957973718643188

State Bank of India,0.8270427584648132

JLL,0.41665093973279

ADP,0.7544424086809158

Credit Suisse,0.5968513488769531

Nokia,0.7423065304756165

Bristol Myers Squibb,0.9368520230054855

Bechtel Corporation,0.7593939751386642

Barclays,0.4399135001003742

Motorola Mobility (a Lenovo Company),0.9134755432605743

Kelly,0.7222990095615387

AECOM,0.7890055924654007

Johnson Controls,0.9264779686927795

Kimberly-Clark,0.9164896979928017

Bain & Company,0.5604034885764122

NetApp,0.8979748860001564

UBS,0.9283046424388885

Fidelity Investments,0.7929688394069672

U.S. Department of Veterans Affairs,0.5292018502950668

The World Bank,0.7238562144339085
